"id","age","monthly_income","zip","credit_score","years_of_employment","dependents","approved"
19099,30,11309.71,94107,683,31,3,1.0
19100,18,8719.91,92549,471,42,3,0.0
19101,32,12451.82,92443,794,26,5,1.0
19102,26,7479.81,90241,838,22,5,0.0
19103,28,9259.34,93248,566,2,3,0.0
19104,39,9084.04,90715,694,15,1,1.0
19105,34,13336.37,94941,465,42,4,1.0
19106,21,11734.49,93229,740,10,3,0.0
19107,34,7250.43,92463,488,43,2,1.0
19108,25,4265.01,95714,324,17,3,0.0
19109,20,9408.98,95339,415,1,3,0.0
19110,30,7551.17,90390,653,34,4,1.0
19111,40,7111.34,94069,637,26,4,1.0
19112,35,5022.65,93979,357,28,2,1.0
19113,28,5480.63,91547,401,40,5,0.0
19114,39,5178.13,95435,839,23,3,1.0
19115,20,7395.05,93467,483,39,2,0.0
19116,42,1028.99,90180,652,23,5,1.0
19117,32,9236.12,94489,644,16,5,1.0
19118,35,9993.12,91904,466,1,4,1.0
19119,33,1729.04,91042,437,15,1,1.0
19120,22,11187.78,92037,466,2,4,0.0
19121,28,11635.16,93751,757,8,2,0.0
19122,43,8188.82,91295,306,17,5,1.0
19123,24,13923.85,92298,478,21,4,0.0
19124,33,7712.44,90667,517,32,3,1.0
19125,20,5263.73,94277,787,24,4,0.0
19126,29,10686.78,95817,607,9,5,0.0
19127,35,11764.63,92344,626,26,3,1.0
19128,21,12893.23,93357,721,37,5,0.0
19129,26,5256.49,93174,827,29,3,0.0
19130,31,10202.54,92956,305,31,2,1.0
19131,27,10739.92,93140,773,8,3,0.0
19132,21,10478.02,94595,484,29,1,0.0
19133,35,15805.76,91164,489,36,1,1.0
19134,22,13675.84,95991,326,16,1,0.0
19135,22,6602.8,94661,789,43,5,0.0
19136,27,7397.3,93623,702,9,2,0.0
19137,37,8435.1,91702,828,14,5,1.0
19138,28,5850.21,91966,794,30,1,0.0
19139,30,13944.1,91873,324,31,1,1.0
19140,39,7000.41,92339,501,14,3,1.0
19141,35,7278.08,90242,800,40,2,1.0
19142,41,4180.58,93500,731,18,3,1.0
19143,37,12338.03,90819,663,23,3,1.0
19144,23,1062.77,95282,458,7,1,0.0
19145,22,9373.33,91179,781,15,1,0.0
19146,39,6986.08,92840,395,42,2,1.0
19147,34,8887.41,92145,783,23,1,1.0
19148,45,13425.29,91591,828,41,4,1.0
19149,27,6417.9,92907,348,36,4,0.0
19150,28,9075.61,91200,511,7,2,0.0
19151,19,6061.26,90995,652,3,4,0.0
19152,31,17459.74,92924,792,36,3,1.0
19153,27,3963.37,92307,638,23,2,0.0
19154,30,9225.38,91309,647,44,5,1.0
19155,30,13880.93,91222,526,30,2,1.0
19156,35,10940.31,93752,843,40,5,1.0
19157,22,11031.69,91024,664,34,1,0.0
19158,20,10810.43,92408,442,45,4,0.0
19159,23,11530.25,95014,837,20,4,0.0
19160,25,10066.07,95894,460,13,1,0.0
19161,21,11136.9,91205,304,29,4,0.0
19162,36,13262.45,92522,746,42,5,1.0
19163,23,8591.85,91525,485,1,1,0.0
19164,29,9156.33,94605,468,15,1,0.0
19165,39,14576.65,92236,610,29,3,1.0
19166,43,15920.12,92846,811,34,5,1.0
19167,23,12467.68,92333,406,27,3,0.0
19168,32,9664.94,93754,427,16,5,1.0
19169,37,13417.78,95391,744,8,1,1.0
19170,23,7257.45,93191,613,8,2,0.0
19171,18,6884.2,95194,331,23,5,0.0
19172,28,14866.15,90399,622,13,5,0.0
19173,37,10755.55,94375,448,12,2,1.0
19174,23,13884.7,94732,505,1,4,0.0
19175,28,14832.6,96029,513,20,1,0.0
19176,33,16919.67,93155,725,16,1,1.0
19177,18,3977.94,91998,614,31,1,0.0
19178,30,8411.09,90316,692,19,5,1.0
19179,21,4515.74,92865,385,18,5,0.0
19180,40,3597.67,92351,571,15,4,1.0
19181,32,9183.48,91624,517,2,3,1.0
19182,24,6526.69,95298,482,3,5,0.0
19183,38,10677.87,91794,350,14,3,1.0
19184,40,12343.23,95614,517,16,4,1.0
19185,21,14265.66,92655,317,36,2,0.0
19186,24,8944.74,95701,309,18,5,0.0
19187,31,16798.85,90617,304,2,2,1.0
19188,34,5312.83,91428,735,24,3,1.0
19189,21,10539.55,94953,389,43,5,0.0
19190,33,13928.79,92765,431,15,5,1.0
19191,27,6229.49,91155,467,37,3,0.0
19192,36,12960.38,93498,415,36,2,1.0
19193,25,10304.89,91809,659,6,2,0.0
19194,29,13330.99,90633,649,34,4,0.0
19195,35,2315.17,95474,716,14,3,1.0
19196,23,12759.18,94458,534,27,4,0.0
19197,37,17764.57,91179,563,26,5,1.0
19198,37,7302.27,93404,499,38,4,1.0
19199,41,6747.79,94118,820,30,5,1.0
19200,26,12987.29,91005,361,25,1,0.0
19201,23,13052.07,92912,691,44,3,0.0
19202,27,15563.65,91988,825,28,4,0.0
19203,33,11408.31,94625,821,6,5,1.0
19204,19,12027.56,91682,362,17,4,0.0
19205,38,13115.14,96062,316,41,5,1.0
19206,33,14984.45,96014,824,6,3,1.0
19207,44,10889.34,90074,311,35,5,1.0
19208,36,10053.7,95182,760,14,4,1.0
19209,23,10591.77,91013,733,27,5,0.0
19210,22,9690.21,95007,769,45,3,0.0
19211,35,6848.87,90600,400,25,3,1.0
19212,34,4803.83,95816,781,39,3,1.0
19213,22,5806.81,93072,666,6,5,0.0
19214,27,9144.38,90435,317,7,1,0.0
19215,32,3647.49,90430,833,26,3,1.0
19216,32,9214.31,92999,384,27,1,1.0
19217,36,8757.72,93886,641,21,4,1.0
19218,18,11329.81,92029,534,27,4,0.0
19219,25,8525.24,94188,697,4,1,0.0
19220,21,8868.11,94480,725,6,1,0.0
19221,33,19606.16,93210,626,14,3,1.0
19222,39,13820.01,92499,362,25,4,1.0
19223,33,13098.13,93174,795,37,2,1.0
19224,36,12337.26,92381,352,35,4,1.0
19225,43,8314.92,94136,715,38,4,1.0
19226,29,5685.29,92711,735,17,3,0.0
19227,41,5907.28,91348,324,36,1,1.0
19228,38,4931.49,92748,548,8,5,1.0
19229,24,15785.81,90211,316,2,3,0.0
19230,36,5103.67,93161,475,32,5,1.0
19231,31,9773.66,91319,606,39,4,1.0
19232,33,7453.74,95985,578,20,4,1.0
19233,27,6557.76,90184,563,21,2,0.0
19234,37,4539.52,93831,351,39,4,1.0
19235,30,6659.74,95886,426,23,3,1.0
19236,26,13693.23,94242,321,43,5,0.0
19237,24,12599.49,90315,302,6,3,0.0
19238,31,13155.03,92763,490,14,5,1.0
19239,29,10124.73,90666,672,29,3,0.0
19240,27,6590.83,94530,462,9,3,0.0
19241,35,8326.2,91606,552,44,4,1.0
19242,25,12220.73,91664,706,7,5,0.0
19243,31,13558.91,93969,375,1,2,1.0
19244,40,10107.48,90184,766,17,1,1.0
19245,28,19427.89,93827,696,1,5,0.0
19246,40,10687.57,94146,659,40,1,1.0
19247,30,8151.44,90227,677,2,1,1.0
19248,18,9690.17,94043,740,35,5,0.0
19249,21,17567.53,90187,744,39,4,0.0
19250,30,14341.14,90436,503,25,2,1.0
19251,36,10741.9,92961,830,33,1,1.0
19252,24,14997.75,93873,730,36,4,0.0
19253,34,6495.62,93806,390,43,1,1.0
19254,31,7734.72,93784,625,22,1,1.0
19255,26,6409.27,91894,831,33,5,0.0
19256,44,10461.8,93674,836,44,4,1.0
19257,26,3741.24,91929,559,25,2,0.0
19258,20,8241.68,91086,716,16,2,0.0
19259,30,6240.51,92716,780,27,5,1.0
19260,29,10141.91,93473,564,4,4,0.0
19261,28,9454.46,91099,551,14,1,0.0
19262,30,1228.83,95978,432,8,3,1.0
19263,34,8482.54,92029,333,10,5,1.0
19264,26,9494.91,95868,712,38,2,0.0
19265,21,11289.28,92936,806,45,5,0.0
19266,32,8286.55,93906,812,34,4,1.0
19267,45,7348.87,94312,702,9,1,1.0
19268,32,6745.49,93727,773,6,1,1.0
19269,32,13899.88,94984,616,16,5,1.0
19270,20,3854.48,94816,560,24,1,0.0
19271,31,6923.22,92547,394,32,2,1.0
19272,33,19142.68,91255,487,21,1,1.0
19273,37,10109.57,94613,780,28,4,1.0
19274,33,11306.47,93777,508,18,5,1.0
19275,35,11826.97,94193,321,23,5,1.0
19276,36,14674.55,90587,397,12,4,1.0
19277,42,15663.14,94677,446,6,5,1.0
19278,38,10555.8,95280,342,31,2,1.0
19279,29,10068.06,92533,412,18,3,0.0
19280,39,9893.9,94120,700,13,4,1.0
19281,19,6794.46,93039,695,36,3,0.0
19282,31,11841.49,91356,376,34,3,1.0
19283,28,5713.72,91997,601,43,3,0.0
19284,25,12618.77,94571,845,41,4,0.0
19285,39,11412.93,92553,394,42,5,1.0
19286,38,10118.96,92926,654,21,4,1.0
19287,20,10628.68,93839,397,13,1,0.0
19288,40,10873.18,95192,724,25,2,1.0
19289,43,15548.31,94221,472,38,5,1.0
19290,22,8694.33,92148,406,33,5,0.0
19291,35,4533.39,95860,429,18,2,1.0
19292,36,16668.1,92496,709,20,2,1.0
19293,37,5607.55,90249,437,16,4,1.0
19294,18,14483.54,90840,584,43,2,0.0
19295,22,10107.78,91762,496,11,2,0.0
19296,23,11566.13,93233,767,7,2,0.0
19297,31,11723.09,91251,842,37,2,1.0
19298,45,13223.2,95622,467,17,2,1.0
19299,28,7116.44,94582,374,2,4,0.0
19300,27,2083.28,90981,719,21,1,0.0
19301,26,13627.76,93208,301,20,3,0.0
19302,45,14342.72,94188,542,35,1,1.0
19303,24,14293.71,91324,576,26,2,0.0
19304,33,10923.83,92571,719,14,1,1.0
19305,31,12822.85,91249,745,36,3,1.0
19306,23,18144.51,92054,737,12,3,0.0
19307,28,15498.53,94840,491,42,3,0.0
19308,19,12727.79,93827,464,3,2,0.0
19309,25,18881.51,96071,674,33,4,0.0
19310,37,9849.57,92540,820,42,2,1.0
19311,31,4127.83,92911,346,31,3,1.0
19312,31,7762.61,91948,464,5,2,1.0
19313,35,8713.6,92899,365,14,5,1.0
19314,30,4282.86,95895,635,45,4,1.0
19315,45,6094.37,95024,516,7,5,1.0
19316,29,12072.21,91850,360,18,5,0.0
19317,25,13494.85,93294,455,28,3,0.0
19318,30,8139.19,92466,722,9,1,1.0
19319,26,9337.33,90165,823,38,1,0.0
19320,32,5223.4,96122,576,37,2,1.0
19321,21,12917.18,90308,581,13,1,0.0
19322,36,6893.87,96014,590,29,1,1.0
19323,38,10569.78,93025,465,16,5,1.0
19324,34,15461.56,96073,407,37,1,1.0
19325,37,9074.26,91774,626,9,2,1.0
19326,24,9559.49,95326,316,3,3,0.0
19327,35,11322.6,95607,516,39,1,1.0
19328,24,9798.82,93617,582,22,1,0.0
19329,33,18337.42,92698,414,21,4,1.0
19330,37,7746.3,93463,775,4,3,1.0
19331,19,14459.19,94579,653,22,4,0.0
19332,33,11197.54,92128,443,27,3,1.0
19333,27,16861.57,95706,592,35,4,0.0
19334,31,2501.1,94066,755,28,4,1.0
19335,29,8725.81,95937,434,16,4,0.0
19336,32,2180.42,94603,798,17,3,1.0
19337,34,11877.32,93917,752,30,1,1.0
19338,32,12128.48,90015,765,35,2,1.0
19339,28,7977.11,92821,558,42,5,0.0
19340,43,11095.19,90332,382,20,2,1.0
19341,41,9113.16,93633,746,8,3,1.0
19342,21,9759.76,92456,403,40,1,0.0
19343,33,7416.51,91199,466,7,3,1.0
19344,40,7015.24,95473,663,9,4,1.0
19345,29,7719.43,95419,771,4,4,0.0
19346,18,7280.05,92173,751,33,4,0.0
19347,38,2687.24,91023,345,32,4,1.0
19348,35,10165.61,95055,378,3,2,1.0
19349,24,5637.33,92563,611,13,1,0.0
19350,26,3740.72,92344,830,23,3,0.0
19351,26,16819.87,91714,319,23,3,0.0
19352,26,12269.77,95977,410,34,1,0.0
19353,42,8911.41,95620,731,7,1,1.0
19354,33,6736.75,93063,494,22,3,1.0
19355,44,12451.99,95131,717,24,3,1.0
19356,35,8693.89,90325,704,13,1,1.0
19357,22,12277.43,95726,421,4,4,0.0
19358,36,10066.45,92500,524,29,2,1.0
19359,21,12451.08,94297,742,45,2,0.0
19360,40,4930.83,96159,568,20,3,1.0
19361,18,8154.24,95260,305,42,4,0.0
19362,29,6364.91,93496,537,14,2,0.0
19363,34,13604.61,90210,750,45,3,1.0
19364,41,14648.87,92638,797,18,5,1.0
19365,38,17418.37,94143,305,28,2,1.0
19366,25,13807.53,91675,395,30,5,0.0
19367,18,9493.31,93822,374,15,4,0.0
19368,28,4757.77,91807,380,21,4,0.0
19369,40,13274.93,91763,317,7,2,1.0
19370,32,11332.75,94717,707,35,5,1.0
19371,31,14069.53,92157,313,25,5,1.0
19372,37,10889.79,95239,359,15,3,1.0
19373,39,14290.1,92793,556,41,3,1.0
19374,32,5791.7,92603,790,11,4,1.0
19375,36,5415.15,92039,330,6,1,1.0
19376,24,8044.4,95682,497,43,3,0.0
19377,23,10817.78,94204,779,40,1,0.0
19378,36,14732.74,95506,708,33,3,1.0
19379,36,14096.8,95039,728,1,1,1.0
19380,25,9364.55,95188,850,13,2,0.0
19381,35,5682.47,93087,586,42,1,1.0
19382,29,1087.85,91043,706,7,5,0.0
19383,30,5895.31,95362,367,20,5,1.0
19384,36,11714.97,92284,847,39,3,1.0
19385,30,4297.57,94701,652,25,2,1.0
19386,26,10705.82,92970,744,10,5,0.0
19387,35,10650.96,94515,577,17,5,1.0
19388,19,11099.33,95594,503,10,3,0.0
19389,30,9799.27,94608,746,16,1,1.0
19390,41,7091.74,92184,617,14,4,1.0
19391,22,9941.53,90310,574,8,1,0.0
19392,29,13550.13,92683,515,12,1,0.0
19393,37,19587.99,95584,538,22,2,1.0
19394,28,11499.14,92192,493,8,4,0.0
19395,26,14097.33,95804,763,5,1,0.0
19396,20,11958.54,95559,414,33,5,0.0
19397,30,9041.8,91553,711,18,2,1.0
19398,32,8387.37,94108,829,18,3,1.0
19399,24,5846.74,95906,303,41,5,0.0
19400,37,5004.49,93124,722,39,4,1.0
19401,43,7357.16,94736,783,15,2,1.0
19402,39,10869.04,94903,834,18,1,1.0
19403,36,12570.9,95474,850,45,2,1.0
19404,21,1830.88,95761,828,12,2,0.0
19405,30,9417.05,91778,679,29,2,1.0
19406,44,10756.46,91014,633,5,2,1.0
19407,42,15972.0,91332,525,24,4,1.0
19408,21,3974.3,93597,367,2,1,0.0
19409,44,11403.75,90970,626,45,4,1.0
19410,39,11117.73,91085,358,8,4,1.0
19411,37,9251.05,94896,846,39,4,1.0
19412,19,8212.48,90965,400,27,1,0.0
19413,28,5434.02,90231,653,42,1,0.0
19414,41,9190.62,91485,622,22,2,1.0
19415,29,11674.89,92069,531,30,3,0.0
19416,28,12206.1,90708,582,32,2,0.0
19417,24,4638.64,95203,684,42,2,0.0
19418,35,6104.78,90646,507,11,2,1.0
19419,20,10926.27,96082,431,34,5,0.0
19420,34,13375.28,95223,326,14,2,1.0
19421,33,10327.66,90842,700,43,4,1.0
19422,23,12963.02,91912,780,7,2,0.0
19423,20,6357.38,93107,670,25,5,0.0
19424,25,8847.18,91243,579,23,3,0.0
19425,32,9920.79,93276,710,25,1,1.0
19426,25,6351.75,95798,764,42,5,0.0
19427,32,15384.49,92745,630,27,3,1.0
19428,30,3431.15,90830,328,10,5,1.0
19429,42,7280.09,94236,567,1,2,1.0
19430,19,8503.66,91497,813,10,3,0.0
19431,27,3028.96,93188,607,17,3,0.0
19432,30,9016.66,94772,572,4,4,1.0
19433,25,11599.77,95004,757,43,2,0.0
19434,24,15294.5,92001,735,25,1,0.0
19435,37,14792.82,94065,512,10,3,1.0
19436,44,4517.77,94712,807,43,5,1.0
19437,29,10394.84,93555,303,12,4,0.0
19438,18,7819.98,93745,591,24,5,0.0
19439,45,13247.79,92775,760,39,5,1.0
19440,38,10898.82,95114,834,43,1,1.0
19441,30,7297.55,94614,676,6,3,1.0
19442,18,8708.62,95506,770,34,5,0.0
19443,44,6626.42,92468,623,31,4,1.0
19444,28,8189.25,91138,563,30,4,0.0
19445,29,12456.39,95638,687,21,5,0.0
19446,39,5253.29,93283,354,33,4,1.0
19447,29,15220.34,94214,485,19,3,0.0
19448,21,5402.24,90166,348,9,5,0.0
19449,28,6200.62,93553,707,35,5,0.0
19450,31,4566.05,95974,348,30,2,1.0
19451,28,12334.37,95847,356,37,2,0.0
19452,30,8174.97,95235,775,17,4,1.0
19453,44,5760.0,91164,484,41,2,1.0
19454,42,11354.27,91531,558,9,3,1.0
19455,42,11215.61,95555,833,41,4,1.0
19456,35,7479.63,95752,375,34,4,1.0
19457,42,9868.5,90880,359,27,4,1.0
19458,38,10172.24,90072,676,14,2,1.0
19459,34,19968.11,96113,532,38,2,1.0
19460,24,13817.01,95387,547,24,1,0.0
19461,19,9156.13,92916,460,44,5,0.0
19462,27,8785.76,93090,419,42,4,0.0
19463,35,8975.78,92038,321,8,5,1.0
19464,27,11993.48,90015,662,33,2,0.0
19465,42,8199.69,91917,675,22,2,1.0
19466,23,12226.69,90537,439,14,2,0.0
19467,37,10694.9,92070,739,45,4,1.0
19468,20,9043.77,93055,655,27,4,0.0
19469,21,11619.01,95561,797,2,5,0.0
19470,19,6433.65,90665,397,8,2,0.0
19471,35,6186.22,91800,468,14,4,1.0
19472,32,9359.88,92266,306,21,4,1.0
19473,31,7320.49,95031,333,6,1,1.0
19474,35,9336.87,93972,665,29,2,1.0
19475,29,9492.58,90307,368,11,2,0.0
19476,26,11033.89,93073,345,9,5,0.0
19477,26,9208.44,94744,477,37,5,0.0
19478,32,8208.62,92676,406,9,1,1.0
19479,28,10562.57,95300,610,23,2,0.0
19480,23,7306.04,93112,554,32,2,0.0
19481,28,11966.99,95781,714,30,5,0.0
19482,41,8521.26,94800,471,4,1,1.0
19483,18,10008.86,90617,376,24,2,0.0
19484,27,12921.82,90636,456,12,1,0.0
19485,32,7476.33,94706,683,39,5,1.0
19486,32,8828.54,95252,679,6,3,1.0
19487,25,10483.78,95268,443,43,1,0.0
19488,39,13217.0,93405,417,43,3,1.0
19489,27,12695.25,90188,584,22,2,0.0
19490,24,3318.9,92382,493,6,4,0.0
19491,38,12184.15,93118,349,21,3,1.0
19492,24,16452.58,90655,754,29,5,0.0
19493,34,6525.36,90881,794,6,5,1.0
19494,34,13356.1,92440,657,39,5,1.0
19495,35,10204.91,94002,684,25,5,1.0
19496,45,8991.08,93996,369,32,5,1.0
19497,25,15317.97,90969,333,22,1,0.0
19498,31,4046.66,93589,843,9,1,1.0
19499,34,16748.25,95246,557,30,5,1.0
19500,27,7939.42,90663,835,32,5,0.0
19501,30,11933.88,95069,808,13,5,1.0
19502,31,7716.75,93775,498,14,3,1.0
19503,27,9311.79,90258,443,21,1,0.0
19504,29,15096.55,95653,519,35,5,0.0
19505,32,7449.01,90892,477,3,5,1.0
19506,30,17739.19,95583,358,26,3,1.0
19507,18,8605.9,94040,706,18,2,0.0
19508,45,9960.1,95436,341,9,3,1.0
19509,23,8946.18,91453,674,33,3,0.0
19510,31,7954.89,92252,366,22,2,1.0
19511,24,7857.64,94857,782,26,1,0.0
19512,25,2607.91,94423,763,25,4,0.0
19513,37,4896.87,91331,614,30,2,1.0
19514,36,8796.5,93567,679,11,1,1.0
19515,30,11584.24,90959,789,40,3,1.0
19516,34,12322.82,93411,344,3,5,1.0
19517,38,4427.42,93377,550,35,1,1.0
19518,42,5881.48,90378,597,29,4,1.0
19519,21,15739.54,92231,463,14,2,0.0
19520,41,5620.29,91554,650,6,5,1.0
19521,37,12370.85,91070,381,2,1,1.0
19522,34,11145.75,94273,443,38,5,1.0
19523,25,9639.61,93849,813,40,3,0.0
19524,38,12662.87,96106,367,14,1,1.0
19525,40,6202.83,95836,475,1,3,1.0
19526,33,12909.0,94923,342,30,5,1.0
19527,27,15522.76,96105,787,14,3,0.0
19528,30,11622.73,94799,460,23,1,1.0
19529,21,7082.83,91086,763,8,3,0.0
19530,40,10091.98,91731,524,4,1,1.0
19531,37,5920.24,92166,621,30,2,1.0
19532,42,7714.02,91173,480,38,2,1.0
19533,29,12934.35,94816,630,4,2,0.0
19534,35,4755.15,92111,810,37,2,1.0
19535,35,12368.33,95455,575,28,2,1.0
19536,35,7210.39,90105,553,15,3,1.0
19537,24,8886.2,95894,832,19,1,0.0
19538,31,11610.53,95068,447,26,1,1.0
19539,26,5497.52,93245,340,23,3,0.0
19540,26,3062.95,95755,479,40,4,0.0
19541,23,15779.36,93801,803,22,3,0.0
19542,37,4870.33,90839,587,21,2,1.0
19543,39,18505.74,91631,464,10,4,1.0
19544,21,7412.06,92012,817,17,3,0.0
19545,26,16171.26,92054,681,36,5,0.0
19546,36,11696.44,94649,391,16,5,1.0
19547,28,10960.59,95612,825,30,5,0.0
19548,22,5600.15,91153,745,20,4,0.0
19549,38,11641.44,95933,753,35,3,1.0
19550,34,9467.29,91612,474,36,4,1.0
19551,34,7662.12,91641,468,35,2,1.0
19552,40,6349.77,93306,424,20,2,1.0
19553,32,7349.15,95456,525,28,2,1.0
19554,36,5011.47,92576,338,16,2,1.0
19555,41,8778.65,90090,754,21,1,1.0
19556,31,11995.06,94206,390,17,3,1.0
19557,27,5402.04,92885,744,36,5,0.0
19558,41,12725.02,93917,409,27,4,1.0
19559,24,8901.95,91690,657,8,3,0.0
19560,26,7041.54,91833,683,18,3,0.0
19561,26,1842.58,95262,473,42,1,0.0
19562,41,2696.54,90742,602,31,2,1.0
19563,28,6481.96,90436,328,16,5,0.0
19564,38,4179.36,90480,642,21,3,1.0
19565,28,8440.72,94108,478,22,3,0.0
19566,26,13516.93,91124,768,41,4,0.0
19567,33,12237.77,94068,701,34,5,1.0
19568,23,15426.92,95755,677,39,2,0.0
19569,19,9055.09,93385,384,1,2,0.0
19570,20,11555.09,93652,783,44,2,0.0
19571,34,14727.91,93440,755,30,3,1.0
19572,30,5698.4,91271,779,25,2,1.0
19573,43,10761.85,91094,829,18,5,1.0
19574,36,12343.23,93767,648,19,4,1.0
19575,20,13733.02,95120,477,12,5,0.0
19576,22,11767.87,91928,640,43,5,0.0
19577,44,12459.87,94085,309,39,5,1.0
19578,29,2544.19,90717,591,38,1,0.0
19579,30,10575.08,93048,330,37,5,1.0
19580,39,16267.55,93539,392,44,1,1.0
19581,24,10909.75,94067,346,32,4,0.0
19582,30,8406.52,90818,614,37,5,1.0
19583,41,9174.78,90555,770,32,2,1.0
19584,37,4742.85,92015,527,37,5,1.0
19585,32,9629.09,92397,772,19,3,1.0
19586,27,11627.44,94983,326,30,5,0.0
19587,27,8732.9,95298,704,43,3,0.0
19588,36,13671.71,94425,434,44,1,1.0
19589,28,14630.56,90288,583,18,2,0.0
19590,36,10349.28,93248,658,43,2,1.0
19591,26,18009.61,95364,757,39,5,0.0
19592,26,12213.93,93216,340,24,5,0.0
19593,45,5381.48,92377,551,10,5,1.0
19594,25,10335.7,93041,364,39,4,0.0
19595,29,14140.25,91353,437,43,2,0.0
19596,33,12301.54,93433,312,15,5,1.0
19597,38,11083.22,95199,635,7,2,1.0
19598,25,5341.74,96108,529,42,3,0.0
19599,29,5359.92,92243,635,21,3,0.0
19600,27,7263.54,93024,503,7,2,0.0
19601,32,8140.38,95941,543,38,3,1.0
19602,26,7686.07,90793,450,22,3,0.0
19603,28,11401.37,95522,727,18,2,0.0
19604,23,7783.85,91794,359,16,4,0.0
19605,45,6801.67,92876,777,43,2,1.0
19606,32,8746.79,94101,774,40,4,1.0
19607,33,6908.26,95907,536,4,5,1.0
19608,25,16122.09,93376,489,18,5,0.0
19609,18,9783.87,90703,782,39,1,0.0
19610,43,15540.82,95031,584,15,3,1.0
19611,31,4569.24,93638,345,28,4,1.0
19612,25,12387.44,95609,600,17,4,0.0
19613,24,10356.9,94280,699,7,5,0.0
19614,26,12987.02,91605,366,5,3,0.0
19615,42,8214.82,93873,799,22,5,1.0
19616,34,2613.79,92021,730,14,1,1.0
19617,32,3069.13,93739,740,5,2,1.0
19618,25,6409.54,95256,456,5,4,0.0
19619,19,9262.2,96064,542,17,1,0.0
19620,31,8464.63,94390,330,9,3,1.0
19621,34,12589.53,95919,579,35,4,1.0
19622,27,8109.97,93007,437,11,2,0.0
19623,34,8724.02,96119,687,35,5,1.0
19624,33,12917.61,92458,602,36,2,1.0
19625,19,10931.84,91803,552,23,2,0.0
19626,27,10591.17,95754,730,30,2,0.0
19627,37,9544.81,95521,730,26,1,1.0
19628,25,2929.8,92611,607,37,2,0.0
19629,25,14464.12,93151,331,1,5,0.0
19630,42,5542.81,91198,477,16,3,1.0
19631,38,1949.83,91966,817,32,3,1.0
19632,26,5077.37,90534,441,2,3,0.0
19633,26,8017.96,90333,409,21,3,0.0
19634,30,16996.98,95029,838,39,1,1.0
19635,41,3846.23,91156,541,39,2,1.0
19636,45,10502.88,95616,822,32,2,1.0
19637,23,9312.77,92939,380,33,3,0.0
19638,28,9654.67,95984,689,37,3,0.0
19639,27,11307.64,93073,464,39,2,0.0
19640,20,5625.95,95825,484,26,2,0.0
19641,35,7669.25,91741,662,24,4,1.0
19642,20,13234.61,92443,793,21,2,0.0
19643,31,10967.74,94584,748,43,4,1.0
19644,18,11450.36,93646,563,21,2,0.0
19645,22,8862.63,95509,835,34,3,0.0
19646,43,13715.29,90277,766,7,5,1.0
19647,22,14452.29,94300,735,38,2,0.0
19648,18,9327.09,91586,674,26,4,0.0
19649,34,5486.72,92335,835,15,5,1.0
19650,27,5158.43,94063,547,18,4,0.0
19651,34,13981.59,90775,417,40,2,1.0
19652,41,2662.84,95741,481,15,2,1.0
19653,39,8880.7,90573,663,40,2,1.0
19654,39,8987.61,94754,698,29,4,1.0
19655,45,7589.24,91681,488,31,5,1.0
19656,22,9998.2,93382,427,36,1,0.0
19657,30,5945.08,92412,597,5,5,1.0
19658,22,5304.85,95506,657,40,4,0.0
19659,40,7793.62,90906,393,44,4,1.0
19660,18,17481.2,91420,384,31,2,0.0
19661,19,13585.34,93503,791,18,5,0.0
19662,28,9809.35,90873,764,12,1,0.0
19663,26,6831.61,92171,717,14,4,0.0
19664,23,6921.95,94820,643,27,2,0.0
19665,30,4648.59,91800,533,1,4,1.0
19666,40,12195.6,93502,528,30,4,1.0
19667,34,7968.1,93580,438,26,1,1.0
19668,39,3587.97,90428,818,8,1,1.0
19669,24,10198.54,95957,457,38,3,0.0
19670,23,4879.54,92581,809,30,4,0.0
19671,44,4873.12,94105,487,35,5,1.0
19672,25,3736.49,94495,325,40,3,0.0
19673,39,15459.98,93946,452,29,4,1.0
19674,26,8481.51,95559,488,12,3,0.0
19675,25,9512.93,91649,459,14,2,0.0
19676,26,7137.97,95635,390,45,2,0.0
19677,30,4538.0,90877,719,18,2,1.0
19678,28,12873.04,95010,419,17,3,0.0
19679,35,7053.72,95219,704,40,5,1.0
19680,23,16051.19,90487,713,18,3,0.0
19681,25,6060.46,90467,603,15,2,0.0
19682,22,8283.87,93537,391,14,5,0.0
19683,23,6845.58,92663,314,43,5,0.0
19684,32,12247.34,94904,367,29,4,1.0
19685,25,16338.01,90036,481,12,2,0.0
19686,29,8390.08,90147,454,18,2,0.0
19687,27,12047.71,92983,312,42,3,0.0
19688,45,3605.95,90115,726,28,4,1.0
19689,20,10274.37,90535,782,43,4,0.0
19690,30,14909.95,96111,743,14,4,1.0
19691,32,5739.31,92342,776,10,3,1.0
19692,26,9315.82,90168,710,44,4,0.0
19693,21,10606.85,91720,478,39,2,0.0
19694,38,10855.9,91768,364,19,4,1.0
19695,31,13021.18,90737,790,31,3,1.0
19696,38,14470.01,92970,302,19,5,1.0
19697,29,10560.49,95069,498,14,1,0.0
19698,26,13710.54,94007,721,39,5,0.0
19699,27,16983.75,95512,471,29,5,0.0
19700,31,9304.82,93802,834,4,1,1.0
19701,30,12016.8,94879,718,25,1,1.0
19702,25,3147.75,94295,736,8,3,0.0
19703,27,13064.16,94568,801,18,2,0.0
19704,20,13869.68,90676,808,18,4,0.0
19705,33,6229.38,90920,673,33,4,1.0
