"id","age","monthly_income","zip","credit_score","years_of_employment","dependents","approved"
13392,25,5545.99,94328,305,15,5,0.0
13393,35,6008.68,93517,829,11,1,1.0
13394,26,4881.18,90184,816,22,3,0.0
13395,26,4577.94,95586,642,36,3,0.0
13396,18,9609.08,90485,791,30,3,0.0
13397,25,7727.06,91170,817,37,4,0.0
13398,24,7054.08,90594,839,18,3,0.0
13399,32,9458.72,95575,640,5,3,1.0
13400,30,6617.17,90468,408,1,3,1.0
13401,18,3649.45,95247,480,23,5,0.0
13402,31,6016.79,90233,672,13,3,1.0
13403,33,7947.77,94783,752,18,1,1.0
13404,38,10949.04,90673,609,31,5,1.0
13405,26,8023.7,93911,362,14,5,0.0
13406,21,12300.49,92000,764,12,1,0.0
13407,23,9684.91,90942,647,2,3,0.0
13408,41,1304.19,93447,437,17,1,0.0
13409,25,10090.14,94994,841,13,4,0.0
13410,45,7723.6,93846,326,8,3,1.0
13411,25,8830.32,92594,327,21,3,0.0
13412,27,8404.72,93504,623,8,5,0.0
13413,27,5556.87,93567,795,6,1,0.0
13414,38,4930.15,92470,389,15,2,0.0
13415,22,11596.18,95287,730,19,5,0.0
13416,22,3644.4,91476,630,36,4,0.0
13417,31,1458.92,93211,754,31,4,0.0
13418,43,6553.76,90257,518,20,1,1.0
13419,24,1124.09,95771,410,41,4,0.0
13420,27,15316.23,94768,762,3,5,0.0
13421,32,10413.22,93235,540,44,4,1.0
13422,42,4519.45,91887,765,29,3,0.0
13423,33,4556.12,94967,623,8,2,0.0
13424,38,1967.9,92585,763,13,5,0.0
13425,27,10831.55,95083,699,30,3,0.0
13426,25,10116.0,95854,769,20,3,0.0
13427,30,2396.6,90925,479,24,2,0.0
13428,35,6666.59,95194,318,5,3,1.0
13429,33,3859.87,90147,438,6,1,0.0
13430,32,4671.38,91441,746,30,1,0.0
13431,33,3837.52,90747,328,13,5,0.0
13432,26,2894.28,95893,430,23,2,0.0
13433,27,2762.39,92109,597,1,5,0.0
13434,32,4696.55,91622,443,42,2,0.0
13435,34,6022.44,90572,709,14,1,1.0
13436,29,2526.7,90014,643,35,2,0.0
13437,40,6229.3,93661,618,35,4,1.0
13438,23,5701.75,94810,687,43,1,0.0
13439,30,14883.81,92345,355,8,4,1.0
13440,23,2253.38,95784,512,6,4,0.0
13441,30,7873.15,92310,303,29,4,1.0
13442,20,5470.6,92502,567,39,2,0.0
13443,23,7336.38,94489,768,19,1,0.0
13444,27,7664.87,91775,721,5,5,0.0
13445,35,8076.81,93301,511,41,1,1.0
13446,19,5747.31,94030,738,35,4,0.0
13447,28,9246.05,90427,622,27,1,0.0
13448,26,9288.29,90393,696,25,5,0.0
13449,33,7555.95,95538,671,31,1,1.0
13450,29,5886.2,90783,633,40,3,0.0
13451,37,3444.38,94588,370,26,2,0.0
13452,43,7962.75,91999,406,40,4,1.0
13453,20,7110.97,90184,650,42,5,0.0
13454,21,6120.57,92380,500,12,4,0.0
13455,29,5245.13,94675,540,9,2,0.0
13456,20,7614.58,94251,828,30,5,0.0
13457,28,3957.58,94903,471,31,4,0.0
13458,38,8290.06,90279,616,36,2,1.0
13459,23,5955.39,93931,543,10,5,0.0
13460,35,2335.05,95453,552,21,5,0.0
13461,32,7220.94,91641,715,45,4,1.0
13462,33,5363.88,93219,591,40,5,0.0
13463,38,5468.89,95267,730,12,1,0.0
13464,31,7459.59,90985,736,9,1,1.0
13465,35,7049.32,91200,821,12,1,1.0
13466,35,10358.9,92206,543,13,2,1.0
13467,41,4134.68,93882,498,27,1,0.0
13468,18,3736.81,90032,752,29,4,0.0
13469,28,7256.12,91463,564,40,3,0.0
13470,29,3045.24,95313,715,29,3,0.0
13471,19,3676.52,93029,695,44,3,0.0
13472,27,5647.47,92121,387,17,4,0.0
13473,29,9236.11,90798,538,37,2,0.0
13474,27,9371.33,95238,474,17,5,0.0
13475,28,6692.84,92184,692,33,1,0.0
13476,44,5508.67,91920,710,35,4,0.0
13477,24,8550.41,92276,614,9,3,0.0
13478,37,5285.73,94871,689,2,3,0.0
13479,40,1970.51,90114,463,42,5,0.0
13480,23,1053.6,95847,802,45,1,0.0
13481,23,3781.21,91186,449,42,3,0.0
13482,20,1512.91,95255,685,9,1,0.0
13483,40,6007.36,94921,537,7,1,1.0
13484,19,11467.24,95706,417,45,2,0.0
13485,29,3904.68,92656,576,5,5,0.0
13486,32,3980.93,92475,679,21,4,0.0
13487,37,9085.97,92411,473,26,4,1.0
13488,20,8339.14,90202,482,8,3,0.0
13489,26,7712.47,92087,516,25,2,0.0
13490,32,6005.75,94161,306,34,4,1.0
13491,43,8916.93,92669,757,36,3,1.0
13492,35,2185.31,92628,446,15,2,0.0
13493,26,4682.7,93309,770,13,3,0.0
13494,45,11384.66,92009,519,30,3,1.0
13495,35,7990.39,94408,718,19,2,1.0
13496,40,4930.13,90650,653,26,2,0.0
13497,30,9976.16,92176,772,35,1,1.0
13498,30,6255.31,92233,611,6,3,1.0
13499,32,3364.67,93093,364,19,2,0.0
13500,36,7880.16,96104,840,40,4,1.0
13501,18,6688.79,91119,441,1,1,0.0
13502,28,10185.92,92262,329,13,3,0.0
13503,19,8851.35,94620,843,26,3,0.0
13504,36,2740.52,91509,414,19,5,0.0
13505,29,5955.41,95933,612,34,5,0.0
13506,30,3083.67,94405,811,34,5,0.0
13507,26,5250.57,93003,396,44,4,0.0
13508,41,5489.47,91408,509,19,5,0.0
13509,18,3103.78,91189,504,11,3,0.0
13510,31,2124.53,95156,665,39,1,0.0
13511,41,4165.61,93330,839,28,3,0.0
13512,31,3382.76,94527,374,26,4,0.0
13513,34,5168.5,93645,560,26,5,0.0
13514,21,6410.1,93938,587,42,1,0.0
13515,31,1970.17,92487,345,45,2,0.0
13516,37,8318.54,91071,671,39,3,1.0
13517,39,5944.95,91498,679,36,1,0.0
13518,22,3130.55,92893,403,16,1,0.0
13519,23,2303.03,93041,384,41,4,0.0
13520,34,11535.21,93023,431,25,1,1.0
13521,31,8382.67,91013,413,9,1,1.0
13522,35,10543.86,91379,436,42,5,1.0
13523,24,8384.35,91806,690,16,2,0.0
13524,32,9047.72,92269,462,29,3,1.0
13525,26,9292.03,90209,825,6,1,0.0
13526,38,4891.32,93414,663,25,3,0.0
13527,29,5944.15,91364,530,34,4,0.0
13528,36,4640.18,91456,666,1,3,0.0
13529,40,4852.57,92038,765,16,4,0.0
13530,24,4850.17,95877,345,16,2,0.0
13531,40,5365.63,92947,356,29,5,0.0
13532,24,5273.98,92489,654,18,4,0.0
13533,23,5003.85,93531,791,3,2,0.0
13534,41,4500.36,91623,700,41,2,0.0
13535,32,6628.2,94980,707,18,5,1.0
13536,33,4377.24,94804,772,20,3,0.0
13537,28,9536.12,95301,560,32,2,0.0
13538,41,11361.06,90906,466,13,4,1.0
13539,28,8892.34,91647,768,27,3,0.0
13540,38,5886.97,90556,689,30,5,0.0
13541,34,10583.02,91421,734,33,3,1.0
13542,19,6756.02,95387,752,4,3,0.0
13543,25,7379.24,90374,414,4,3,0.0
13544,26,8414.43,93495,667,3,2,0.0
13545,35,5591.46,95221,354,23,2,0.0
13546,27,7967.97,90415,408,7,1,0.0
13547,33,3644.22,93476,551,20,3,0.0
13548,19,10153.64,90971,731,39,4,0.0
13549,29,8686.19,94567,503,11,1,0.0
13550,20,4887.04,94342,524,41,1,0.0
13551,33,1783.89,93740,769,40,4,0.0
13552,28,2616.12,91131,308,43,2,0.0
13553,35,7506.44,90641,688,41,2,1.0
13554,45,7037.27,93911,705,43,1,1.0
13555,24,5943.44,90627,826,19,5,0.0
13556,30,8941.95,92177,588,16,1,1.0
13557,27,3208.47,95249,816,39,1,0.0
13558,37,7259.66,93562,496,30,4,1.0
13559,27,7600.78,92284,374,5,3,0.0
13560,33,7361.7,91628,396,43,1,1.0
13561,19,10108.34,91719,704,18,4,0.0
13562,26,3642.26,95470,612,44,3,0.0
13563,33,9504.77,90699,638,35,2,1.0
13564,36,3486.44,91813,842,13,1,0.0
13565,23,4308.8,93274,396,37,5,0.0
13566,35,8453.88,93201,735,17,3,1.0
13567,40,5453.69,90931,722,7,5,0.0
13568,35,9604.74,90306,615,41,5,1.0
13569,28,7841.39,94043,401,4,3,0.0
13570,19,7790.85,94577,519,37,1,0.0
13571,43,5783.44,94514,797,24,5,0.0
13572,30,4661.32,94410,595,11,4,0.0
13573,40,5105.61,93238,804,40,5,0.0
13574,36,9404.15,93115,547,28,3,1.0
13575,32,1322.13,90818,486,28,4,0.0
13576,30,15455.03,90825,486,5,3,1.0
13577,20,5546.46,92851,389,38,2,0.0
13578,26,9379.64,96073,707,27,1,0.0
13579,45,10695.76,94923,311,18,1,1.0
13580,34,9813.61,91187,524,42,1,1.0
13581,30,2549.54,90760,810,3,5,0.0
13582,36,5980.15,94869,367,15,3,0.0
13583,24,7419.03,95442,834,5,4,0.0
13584,26,1030.61,94613,507,26,1,0.0
13585,40,4578.73,90896,543,16,3,0.0
13586,28,7551.9,95387,762,37,1,0.0
13587,41,6354.89,93283,311,14,3,1.0
13588,25,6833.51,92346,432,42,5,0.0
13589,34,8285.53,93681,316,31,4,1.0
13590,26,3349.74,91095,388,6,1,0.0
13591,38,6048.75,95764,369,28,3,1.0
13592,24,6557.12,94682,710,42,4,0.0
13593,31,2723.36,90751,771,11,1,0.0
13594,43,7080.23,91787,363,25,5,1.0
13595,32,4356.1,91192,826,39,5,0.0
13596,29,5800.69,92740,476,33,4,0.0
13597,45,8150.94,95374,661,2,5,1.0
13598,21,5880.42,90265,762,22,1,0.0
13599,22,8462.42,92565,496,33,1,0.0
13600,36,9162.22,95723,620,24,4,1.0
13601,39,4454.53,93043,611,3,4,0.0
13602,25,7892.82,95754,462,29,2,0.0
13603,27,3457.36,94547,659,38,3,0.0
13604,34,4977.83,93481,688,7,3,0.0
13605,24,1985.13,92104,730,32,5,0.0
13606,25,7618.03,91650,657,37,1,0.0
13607,27,7172.04,93356,305,21,4,0.0
13608,20,7657.17,90234,482,21,3,0.0
13609,41,13448.76,92028,407,17,2,1.0
13610,20,2472.74,92684,754,36,1,0.0
13611,24,4514.08,93994,653,31,2,0.0
13612,24,4332.59,95433,678,35,1,0.0
13613,31,3261.49,94113,820,19,1,0.0
13614,34,4671.18,93734,314,25,5,0.0
13615,27,5476.77,93814,495,12,3,0.0
13616,27,9927.69,90473,517,5,1,0.0
13617,24,6626.15,90489,307,21,2,0.0
13618,36,11903.99,92367,398,43,4,1.0
13619,31,4706.79,94096,576,25,4,0.0
13620,35,2343.61,94925,473,40,2,0.0
13621,24,6456.27,90064,364,8,1,0.0
13622,27,6797.13,95321,581,7,3,0.0
13623,29,8923.56,92785,557,13,1,0.0
13624,38,2313.42,93129,697,30,3,0.0
13625,29,10473.59,93774,804,12,1,0.0
13626,21,1685.56,91005,728,35,4,0.0
13627,18,7522.21,93187,604,31,1,0.0
13628,39,2121.98,91628,432,20,2,0.0
13629,36,6957.16,92563,319,16,2,1.0
13630,18,1190.8,93185,354,42,4,0.0
13631,36,2960.35,94199,826,23,3,0.0
13632,19,9942.22,92176,825,42,2,0.0
13633,35,7721.55,95459,366,25,3,1.0
13634,28,7860.96,91751,400,24,2,0.0
13635,32,8081.28,95927,610,12,5,1.0
13636,35,7932.02,93112,627,15,4,1.0
13637,38,4492.66,95288,597,22,5,0.0
13638,32,6034.24,95257,310,33,5,1.0
13639,32,6622.87,92747,666,31,3,1.0
13640,40,8509.57,92953,819,1,3,1.0
13641,25,5222.71,90320,347,23,5,0.0
13642,39,12485.99,93644,363,39,4,1.0
13643,42,5585.75,95033,777,27,2,0.0
13644,27,6184.84,90646,508,22,3,0.0
13645,29,7430.89,90551,782,20,5,0.0
13646,24,4470.33,92406,626,36,5,0.0
13647,35,1579.92,95483,449,30,1,0.0
13648,20,8155.37,93814,763,26,4,0.0
13649,36,6200.51,91676,756,25,3,1.0
13650,28,6250.66,94028,655,22,3,0.0
13651,33,5027.66,90780,705,23,2,0.0
13652,21,2947.32,92285,346,6,4,0.0
13653,27,1667.57,91155,419,34,4,0.0
13654,25,9452.85,94350,787,34,1,0.0
13655,19,4743.55,95629,380,37,1,0.0
13656,30,3487.05,95321,599,35,2,0.0
13657,19,8338.69,93112,415,24,3,0.0
13658,19,4855.01,93498,483,23,1,0.0
13659,28,9945.29,93763,710,24,5,0.0
13660,30,6692.22,94607,660,4,2,1.0
13661,29,3653.67,93620,486,44,3,0.0
13662,29,4511.15,91288,375,17,4,0.0
13663,31,1509.78,93615,512,44,5,0.0
13664,29,8719.01,93061,580,40,2,0.0
13665,26,4901.23,95853,765,11,3,0.0
13666,34,5979.87,95583,850,22,3,0.0
13667,29,7274.05,93479,508,1,1,0.0
13668,45,8823.58,93277,644,35,3,1.0
13669,41,5471.79,92081,437,43,2,0.0
13670,39,5374.09,93270,538,36,1,0.0
13671,19,4137.79,90921,354,26,5,0.0
13672,35,7099.76,94179,607,34,1,1.0
13673,27,7304.04,91116,500,19,1,0.0
13674,25,3897.81,93067,314,14,3,0.0
13675,21,5018.01,95646,676,21,1,0.0
13676,45,5958.68,93841,473,2,2,0.0
13677,25,7474.38,95868,479,5,3,0.0
13678,34,7266.6,94712,626,27,3,1.0
13679,20,8465.02,92847,375,34,2,0.0
13680,24,7953.03,93571,832,40,5,0.0
13681,32,2770.88,95958,499,38,3,0.0
13682,39,7569.01,94637,483,4,1,1.0
13683,22,9720.1,92717,497,19,2,0.0
13684,29,5589.92,95259,576,27,1,0.0
13685,32,9478.81,91063,716,25,2,1.0
13686,26,3296.15,92126,658,27,3,0.0
13687,18,7008.75,93225,574,3,4,0.0
13688,31,10434.45,90755,482,20,3,1.0
13689,23,9764.53,90615,675,35,1,0.0
13690,21,1060.23,90140,433,24,1,0.0
13691,24,5291.06,92940,352,26,5,0.0
13692,23,4313.95,93550,572,40,1,0.0
13693,27,4799.59,94294,540,2,2,0.0
13694,19,3221.79,94588,727,26,5,0.0
13695,43,2667.52,91716,339,6,2,0.0
13696,37,8972.78,94989,333,1,2,1.0
13697,26,7782.69,90612,802,36,2,0.0
13698,25,4611.15,93071,513,37,2,0.0
13699,18,4966.96,94843,449,20,5,0.0
13700,31,10154.41,95714,695,44,5,1.0
13701,30,9464.21,93187,628,12,3,1.0
13702,36,5982.28,95381,736,29,3,0.0
13703,37,5808.94,94853,775,45,3,0.0
13704,20,7785.2,90126,581,19,2,0.0
13705,30,3839.8,90998,473,40,3,0.0
13706,23,5545.89,96120,373,21,3,0.0
13707,18,4738.69,91181,527,15,2,0.0
13708,40,6711.03,91797,510,17,4,1.0
13709,39,8520.96,95519,434,16,5,1.0
13710,25,3340.23,90869,745,41,5,0.0
13711,43,6882.26,91639,529,45,1,1.0
13712,29,8407.57,96095,659,36,1,0.0
13713,35,4882.74,90641,645,32,5,0.0
13714,30,4921.17,91510,572,10,3,0.0
13715,25,7503.12,93847,748,28,5,0.0
13716,27,1709.51,95757,742,1,4,0.0
13717,23,4659.68,95132,569,17,2,0.0
13718,30,5615.92,95310,325,36,4,0.0
13719,34,11610.92,96039,498,29,1,1.0
13720,42,11563.73,92917,702,28,1,1.0
13721,28,1685.19,93349,400,43,2,0.0
13722,26,3117.49,92012,510,44,4,0.0
13723,33,5404.15,94705,441,30,4,0.0
13724,25,1377.28,90788,539,45,5,0.0
13725,45,5889.83,94030,788,15,3,0.0
13726,36,5210.42,90216,618,12,4,0.0
13727,28,3822.32,93659,646,10,2,0.0
13728,34,9719.35,95949,528,15,3,1.0
13729,33,2208.7,95291,454,19,1,0.0
13730,31,3921.39,91403,828,7,4,0.0
13731,26,3101.07,93508,322,22,5,0.0
13732,37,3344.44,93343,755,6,4,0.0
13733,28,3266.92,93986,405,23,2,0.0
13734,42,5413.32,93405,684,20,2,0.0
13735,33,5978.48,91186,607,21,5,0.0
13736,36,3723.55,93432,839,18,3,0.0
13737,28,3146.52,93860,770,10,5,0.0
13738,25,3016.33,95185,590,23,2,0.0
13739,41,2235.35,91141,845,3,4,0.0
13740,24,4446.96,95186,519,6,5,0.0
13741,45,7603.87,95652,420,6,5,1.0
13742,31,8051.04,93819,385,3,4,1.0
13743,36,6638.35,96062,340,26,5,1.0
13744,31,2296.96,92691,432,12,5,0.0
13745,31,8909.26,91595,757,14,4,1.0
13746,26,8552.41,95459,315,37,5,0.0
13747,33,6385.94,90628,837,9,1,1.0
13748,35,10258.0,93969,585,27,2,1.0
13749,24,3243.1,92512,522,25,1,0.0
13750,37,4946.82,95863,832,1,1,0.0
13751,30,1494.62,91025,358,25,1,0.0
13752,24,4503.03,94503,608,45,1,0.0
13753,25,7419.2,90979,750,25,1,0.0
13754,28,2032.66,91949,494,7,5,0.0
13755,41,6246.78,95960,850,4,3,1.0
13756,25,4326.64,93633,417,14,3,0.0
13757,21,5140.2,93075,397,7,3,0.0
13758,31,7571.76,96117,463,27,4,1.0
13759,18,3452.43,91009,469,31,2,0.0
13760,29,7864.58,90585,589,40,1,0.0
13761,28,3439.77,91552,419,42,4,0.0
13762,35,10204.28,90632,434,14,4,1.0
13763,38,3179.31,95019,588,2,4,0.0
13764,38,11861.6,90187,378,6,5,1.0
13765,37,4564.82,93056,383,42,4,0.0
13766,27,9755.46,90122,330,7,1,0.0
13767,25,4941.98,95395,452,17,4,0.0
13768,24,8198.33,90585,697,44,1,0.0
13769,22,3633.47,91455,403,41,3,0.0
13770,27,2991.43,95935,648,26,3,0.0
13771,42,8587.34,94592,422,22,3,1.0
13772,36,4691.81,90136,751,42,4,0.0
13773,31,4770.14,93839,482,45,4,0.0
13774,29,5431.67,90738,397,25,5,0.0
13775,22,7037.67,94949,379,12,1,0.0
13776,32,5381.59,90436,740,9,4,0.0
13777,28,12031.89,93527,435,7,4,0.0
13778,23,6550.89,95182,706,5,1,0.0
13779,31,7225.26,96051,526,45,5,1.0
13780,34,3931.49,94022,675,23,2,0.0
13781,37,7099.81,90030,849,38,5,1.0
13782,27,3944.84,92264,635,36,4,0.0
13783,39,7770.27,92420,332,20,1,1.0
13784,25,5963.97,90018,633,32,5,0.0
13785,28,4750.11,92964,802,33,3,0.0
13786,35,3506.46,93485,564,39,3,0.0
13787,21,6700.05,95542,463,25,1,0.0
13788,36,8986.53,94385,666,27,3,1.0
13789,37,4184.87,90035,754,25,5,0.0
13790,42,5391.61,91680,793,29,5,0.0
13791,23,4602.65,92471,646,30,2,0.0
13792,41,7511.79,91134,320,24,1,1.0
13793,25,8843.18,95968,848,19,5,0.0
13794,37,1722.78,92079,586,6,5,0.0
13795,22,2487.6,91228,757,9,4,0.0
13796,34,3348.58,92333,800,26,2,0.0
13797,28,7485.27,93803,651,32,4,0.0
13798,43,8559.88,95943,517,16,5,1.0
13799,27,7090.05,92761,603,22,4,0.0
13800,34,5657.97,94398,569,8,4,0.0
13801,34,9160.31,94566,398,45,4,1.0
13802,28,3862.24,95582,709,10,3,0.0
13803,35,7041.88,95457,402,38,4,1.0
13804,31,5127.68,95784,610,8,5,0.0
13805,37,6491.46,92427,572,41,2,1.0
13806,27,9870.47,95328,337,29,4,0.0
13807,26,3095.46,94175,455,2,4,0.0
13808,38,7970.67,92384,772,37,1,1.0
13809,27,6088.98,93441,334,16,3,0.0
13810,39,3989.87,95908,778,19,4,0.0
13811,36,7889.14,91709,704,20,1,1.0
13812,40,11586.59,91155,322,40,5,1.0
13813,25,3634.16,95243,609,43,3,0.0
13814,33,5448.46,94646,432,35,4,0.0
13815,35,6991.83,91168,338,43,3,1.0
13816,20,6447.29,95862,768,8,4,0.0
13817,26,7679.66,93928,541,2,2,0.0
13818,35,1504.44,93097,471,45,1,0.0
13819,33,4675.09,94720,621,5,1,0.0
13820,23,2587.64,92396,647,1,3,0.0
13821,34,5270.55,90421,750,36,5,0.0
13822,28,4390.62,95293,705,28,3,0.0
13823,40,13974.04,92516,713,6,1,1.0
13824,22,3465.66,94957,586,33,5,0.0
13825,30,11629.8,91093,480,8,2,1.0
13826,27,9845.37,95705,707,4,5,0.0
13827,28,5955.47,93610,658,6,3,0.0
13828,35,8646.61,95631,349,37,4,1.0
13829,29,3495.59,91339,615,22,4,0.0
13830,37,6606.25,91238,733,24,5,1.0
13831,40,8332.6,95930,301,37,4,1.0
13832,24,4060.85,94501,618,11,2,0.0
13833,23,4358.42,95949,602,39,5,0.0
13834,45,5981.11,95253,700,33,4,0.0
13835,33,7237.86,95027,321,38,4,1.0
13836,34,9772.25,93597,616,4,1,1.0
13837,26,3982.37,91950,587,31,4,0.0
13838,32,1989.68,90182,449,24,3,0.0
13839,33,7259.91,92290,753,27,3,1.0
13840,25,6826.96,91506,805,10,3,0.0
13841,29,7596.12,91116,321,14,4,0.0
13842,19,5126.77,96074,467,40,3,0.0
13843,33,1322.95,92995,379,21,4,0.0
13844,20,4089.82,91509,538,23,2,0.0
13845,25,5062.44,92961,827,12,4,0.0
13846,35,3797.02,90710,844,32,5,0.0
13847,26,9965.71,92679,409,19,5,0.0
13848,32,6404.8,91594,612,42,5,1.0
13849,18,5079.58,92939,817,29,1,0.0
13850,31,10967.82,91560,683,40,5,1.0
13851,38,6354.16,91020,649,5,4,1.0
13852,21,9440.72,93090,608,6,1,0.0
13853,29,6613.67,95154,393,34,5,0.0
13854,20,6455.49,95273,763,36,2,0.0
13855,39,6707.68,91730,527,41,2,1.0
13856,42,7309.03,94178,815,2,2,1.0
13857,43,6537.02,95396,576,38,1,1.0
13858,33,4074.46,93135,435,8,1,0.0
13859,24,9275.5,93561,308,39,4,0.0
13860,25,4958.67,93792,406,42,5,0.0
13861,24,5261.85,91643,631,23,1,0.0
13862,39,2634.23,95613,670,19,1,0.0
13863,32,8026.31,93912,659,19,1,1.0
13864,30,1762.49,95488,769,32,5,0.0
13865,29,1524.62,95907,438,26,4,0.0
13866,29,5717.75,95946,374,35,1,0.0
13867,38,5857.55,95288,779,6,1,0.0
13868,36,1455.57,95411,577,18,4,0.0
13869,45,6511.03,90333,446,31,4,1.0
13870,33,4921.22,95256,370,16,1,0.0
13871,42,8818.73,95094,826,18,4,1.0
13872,18,2357.89,94060,513,32,5,0.0
13873,35,11593.29,94241,649,34,1,1.0
13874,30,3630.7,94548,314,34,5,0.0
13875,27,7919.89,91912,423,33,3,0.0
13876,26,6959.71,94130,714,33,2,0.0
13877,35,2378.86,91147,817,27,1,0.0
13878,37,2608.48,94897,464,26,4,0.0
13879,34,10544.94,94971,696,44,2,1.0
13880,21,1582.04,93107,835,13,3,0.0
13881,25,5324.05,95835,781,26,2,0.0
13882,41,4986.5,95308,785,3,1,0.0
13883,32,12973.98,94290,811,45,5,1.0
13884,23,5803.01,95923,827,9,4,0.0
13885,38,4413.27,90116,841,16,1,0.0
13886,23,8554.19,90929,363,24,2,0.0
13887,23,6847.42,92569,424,10,3,0.0
13888,30,4965.08,91478,800,39,1,0.0
13889,36,5549.64,90095,637,26,3,0.0
13890,29,7269.02,93009,345,41,1,0.0
13891,32,8579.35,93542,311,38,1,1.0
13892,39,5310.7,95977,444,24,2,0.0
13893,20,3875.63,94092,443,4,2,0.0
13894,38,1721.61,94424,496,16,3,0.0
13895,36,7347.89,93262,425,13,5,1.0
13896,43,3170.84,93887,519,38,5,0.0
13897,32,8929.22,90128,736,8,3,1.0
13898,30,5906.93,93074,692,40,4,0.0
13899,28,7768.7,92495,609,23,4,0.0
13900,26,5287.92,90914,793,4,2,0.0
13901,20,3598.84,93643,804,8,5,0.0
13902,33,5046.99,91651,743,16,2,0.0
13903,20,7314.93,95200,679,4,1,0.0
13904,43,5852.84,92554,700,41,1,0.0
13905,33,3972.28,94285,337,6,4,0.0
13906,40,5484.31,96061,826,38,3,0.0
13907,30,6934.24,91861,631,22,1,1.0
13908,29,7314.66,95874,436,45,4,0.0
13909,32,3956.65,90026,815,6,2,0.0
13910,19,3792.86,95148,596,26,4,0.0
13911,37,11841.42,91293,666,28,1,1.0
13912,25,11421.77,91407,367,14,5,0.0
13913,26,10954.38,95840,672,26,2,0.0
13914,39,4391.38,90279,788,44,1,0.0
13915,36,4918.81,94758,609,39,5,0.0
13916,27,7434.93,90715,640,7,2,0.0
13917,33,8143.92,90772,322,28,5,1.0
13918,27,7221.27,90885,301,28,2,0.0
13919,33,5421.09,92060,555,25,4,0.0
13920,18,9602.41,91350,322,21,1,0.0
13921,22,7517.2,94105,805,42,3,0.0
13922,31,14464.63,92773,791,36,2,1.0
13923,32,3095.42,93126,373,9,4,0.0
13924,32,5243.94,94342,541,3,2,0.0
13925,39,6266.64,94536,424,36,1,1.0
13926,34,13309.42,94709,624,36,5,1.0
13927,27,10387.6,91685,498,8,5,0.0
13928,32,9029.95,93651,549,12,4,1.0
13929,35,5260.48,94629,828,40,1,0.0
13930,30,3867.09,91987,606,20,5,0.0
13931,34,7785.61,90263,440,26,4,1.0
13932,29,2909.36,90673,802,40,3,0.0
13933,28,3507.61,95292,527,20,5,0.0
13934,39,5050.37,95927,495,34,1,0.0
13935,33,7245.89,94882,776,8,2,1.0
13936,24,4013.18,94491,772,35,1,0.0
13937,22,6749.12,95680,493,37,4,0.0
13938,24,2139.61,92775,642,34,1,0.0
13939,41,1151.94,92965,595,6,3,0.0
13940,33,5489.57,93673,545,31,4,0.0
13941,29,6265.08,93751,646,35,3,0.0
13942,43,2484.71,94963,397,29,3,0.0
13943,32,6742.79,92601,678,34,2,1.0
13944,39,6385.6,94004,779,8,1,1.0
13945,26,4963.84,90608,586,9,4,0.0
13946,25,5672.23,91020,539,24,3,0.0
13947,25,6871.95,95205,669,1,2,0.0
13948,18,4011.94,94533,673,3,3,0.0
13949,34,4519.76,93279,475,17,5,0.0
13950,31,2820.37,96089,693,20,1,0.0
13951,39,5336.32,92486,391,35,5,0.0
13952,42,7921.59,92316,388,45,5,1.0
13953,32,6504.55,95656,347,6,3,1.0
13954,29,3676.35,92641,546,2,4,0.0
13955,31,3831.02,93061,364,13,1,0.0
13956,23,11593.34,95729,848,4,2,0.0
13957,25,6089.14,96096,579,2,3,0.0
13958,20,8486.83,91052,389,33,2,0.0
13959,41,6814.89,92643,688,4,1,1.0
13960,31,12721.05,93083,538,1,4,1.0
13961,31,7965.91,91971,337,2,4,1.0
13962,20,5549.18,91567,425,21,3,0.0
13963,26,5850.26,93655,572,24,5,0.0
13964,35,7464.4,91947,397,9,5,1.0
13965,25,3264.48,91098,667,4,3,0.0
13966,31,9483.24,91983,447,13,5,1.0
13967,35,1693.31,95729,584,37,1,0.0
13968,33,2578.24,90914,508,31,1,0.0
13969,22,11200.48,93600,652,10,5,0.0
13970,28,2698.41,94319,562,31,4,0.0
13971,30,4140.04,95651,756,2,4,0.0
13972,37,7852.27,94515,660,39,5,1.0
13973,25,2735.64,92125,723,32,3,0.0
13974,40,3819.11,94629,788,26,1,0.0
13975,28,1176.34,92591,712,35,4,0.0
13976,28,6128.83,90326,607,26,2,0.0
13977,19,8619.52,92344,735,14,1,0.0
13978,27,3910.91,93786,640,11,5,0.0
13979,36,6111.98,91479,396,18,5,1.0
13980,30,4053.28,94141,583,3,2,0.0
13981,29,5662.77,94915,495,21,5,0.0
13982,36,8254.69,95619,504,20,5,1.0
13983,20,7655.03,94413,549,17,5,0.0
13984,43,10595.62,92475,818,31,1,1.0
13985,21,7961.91,93726,596,24,4,0.0
13986,19,3953.68,94752,719,19,1,0.0
13987,30,2661.41,90834,549,6,5,0.0
13988,44,6874.71,91893,622,6,3,1.0
13989,31,4307.26,95862,847,25,3,0.0
13990,30,5954.07,91619,377,27,5,0.0
13991,34,7163.26,93323,669,19,3,1.0
13992,40,1658.86,92338,548,15,4,0.0
13993,28,9642.55,93617,506,29,1,0.0
13994,30,9150.52,92741,737,36,4,1.0
13995,37,8936.5,91083,580,15,5,1.0
13996,26,3837.85,96028,305,28,4,0.0
13997,31,11191.93,92125,723,22,2,1.0
13998,26,10909.04,94827,613,40,2,0.0
