"id","age","monthly_income","zip","credit_score","years_of_employment","dependents","approved"
5187,31,11296.84,92836,803,31,2,1.0
5188,34,10648.9,92697,507,18,5,1.0
5189,26,8178.11,92465,360,6,4,0.0
5190,45,8232.89,90891,534,45,5,1.0
5191,19,11661.03,94113,592,18,4,0.0
5192,44,9233.81,92563,782,35,2,1.0
5193,31,11723.06,91226,488,7,3,1.0
5194,28,5823.31,95551,568,30,2,0.0
5195,26,14846.26,95711,448,30,1,0.0
5196,27,14877.27,93842,735,22,3,0.0
5197,20,10265.97,90944,585,6,3,0.0
5198,37,7833.24,90158,518,17,2,1.0
5199,27,9806.04,95894,778,10,5,0.0
5200,41,13852.64,90970,700,21,3,1.0
5201,30,7466.33,96058,528,2,1,1.0
5202,36,10104.5,91673,600,12,3,1.0
5203,28,13393.61,92610,573,7,3,0.0
5204,33,7606.79,91961,835,23,3,1.0
5205,34,7066.62,96037,761,31,1,1.0
5206,36,18531.85,93724,493,27,5,1.0
5207,27,10120.45,93597,503,7,1,0.0
5208,38,7262.16,95964,371,1,1,1.0
5209,26,10104.68,90644,718,33,5,0.0
5210,22,10107.53,92790,670,11,4,0.0
5211,29,13797.18,90935,423,32,5,0.0
5212,34,9548.59,93094,742,14,5,1.0
5213,28,11933.6,93045,625,17,3,0.0
5214,18,15500.12,95963,495,29,1,1.0
5215,24,10421.5,95560,788,16,4,0.0
5216,27,7383.43,94153,656,6,4,0.0
5217,33,8246.27,90830,491,27,3,1.0
5218,43,4210.08,91801,789,32,3,1.0
5219,27,4836.11,93204,522,10,1,0.0
5220,34,11844.27,91779,725,8,3,1.0
5221,34,6969.55,91937,667,11,3,1.0
5222,32,6845.14,93084,818,22,4,1.0
5223,28,6943.07,95591,840,32,2,0.0
5224,31,12102.98,93913,477,28,2,1.0
5225,23,11330.11,92271,481,41,5,0.0
5226,28,10278.93,94859,397,11,1,0.0
5227,33,7348.07,93824,474,23,2,1.0
5228,32,11725.97,92529,662,28,4,1.0
5229,35,8438.22,95201,388,21,2,1.0
5230,19,13445.99,90628,465,22,5,0.0
5231,30,8493.44,91596,682,16,4,1.0
5232,18,6807.29,90465,437,22,4,1.0
5233,25,10429.89,90630,601,14,1,0.0
5234,26,13034.12,92568,312,41,1,0.0
5235,36,10089.5,95755,759,15,5,1.0
5236,27,7852.44,94638,823,5,5,0.0
5237,22,7402.55,92801,432,21,3,0.0
5238,43,16005.73,91440,641,24,5,1.0
5239,40,2448.53,92735,387,12,5,1.0
5240,29,10768.38,92579,522,32,1,0.0
5241,38,3542.17,91897,481,29,5,1.0
5242,21,19918.33,92193,558,34,5,0.0
5243,26,8689.37,92224,681,31,2,0.0
5244,27,8135.29,91527,461,35,1,0.0
5245,29,13700.51,92307,600,2,1,0.0
5246,22,12907.57,93906,636,14,5,0.0
5247,35,5052.82,91726,616,39,3,1.0
5248,24,9444.94,93956,551,32,2,0.0
5249,32,7622.82,93086,468,39,4,1.0
5250,30,3628.38,90104,820,25,3,1.0
5251,26,9376.85,94507,584,1,2,0.0
5252,27,17658.7,92314,589,45,3,0.0
5253,43,15163.09,92516,820,2,4,1.0
5254,23,11519.09,95946,302,24,5,0.0
5255,28,7315.79,93334,381,11,4,0.0
5256,24,7282.62,92003,625,8,5,0.0
5257,23,10135.37,91467,513,20,4,0.0
5258,41,5456.43,90891,597,20,3,1.0
5259,22,10202.13,90279,445,4,4,0.0
5260,23,16301.31,90988,477,31,1,0.0
5261,33,5454.63,93159,381,35,2,1.0
5262,18,12463.93,91108,409,28,1,1.0
5263,34,4450.88,93291,449,30,1,1.0
5264,34,10264.12,90380,741,33,2,1.0
5265,31,12949.06,91289,348,24,5,1.0
5266,31,10158.56,90560,460,29,2,1.0
5267,29,12208.43,94976,428,34,1,0.0
5268,19,2200.7,91058,322,15,5,0.0
5269,29,11903.96,91872,795,18,2,0.0
5270,18,8354.06,90108,574,16,3,1.0
5271,40,14166.3,95523,689,27,5,1.0
5272,32,13579.53,90923,550,31,3,1.0
5273,36,5723.31,93325,695,42,3,1.0
5274,21,14555.8,90500,849,42,3,0.0
5275,26,16209.49,95562,426,3,3,0.0
5276,25,5417.97,93620,405,32,1,0.0
5277,35,3502.56,93228,429,13,4,1.0
5278,34,9134.11,96160,681,41,1,1.0
5279,36,13527.72,94151,361,35,5,1.0
5280,32,10529.53,92139,424,21,1,1.0
5281,25,1420.64,92520,728,11,2,0.0
5282,35,16008.66,93552,639,8,1,1.0
5283,19,8717.4,95463,704,39,4,0.0
5284,28,8912.64,91826,677,30,1,0.0
5285,32,3865.51,91698,690,8,4,1.0
5286,21,8558.48,95366,770,29,1,0.0
5287,36,16677.53,93177,768,3,3,1.0
5288,28,11281.12,90258,843,38,1,0.0
5289,31,11307.29,95807,423,24,5,1.0
5290,20,8952.57,92528,339,42,2,0.0
5291,25,9232.25,90658,534,1,3,0.0
5292,31,8232.29,93656,569,30,3,1.0
5293,28,18090.57,93873,698,6,1,0.0
5294,24,7036.28,93694,616,41,2,0.0
5295,29,11798.64,91723,502,43,1,0.0
5296,20,8158.16,93054,515,27,5,0.0
5297,41,11780.55,95215,404,28,4,1.0
5298,38,4813.97,94894,314,8,5,1.0
5299,30,14205.94,90402,632,24,5,1.0
5300,25,7490.79,95093,622,15,3,0.0
5301,28,14863.15,93293,703,16,3,0.0
5302,26,6113.78,94743,348,18,1,0.0
5303,25,12699.77,92418,321,35,1,0.0
5304,34,9836.89,90779,530,4,3,1.0
5305,30,13417.5,95647,604,30,5,1.0
5306,40,5209.06,91241,308,29,3,1.0
5307,24,9355.68,91212,406,41,1,0.0
5308,26,4581.53,92190,708,12,5,0.0
5309,27,6774.73,95846,643,6,1,0.0
5310,18,9460.15,95161,450,9,3,1.0
5311,42,12714.85,95850,410,32,5,1.0
5312,30,6056.27,90295,402,26,1,1.0
5313,40,8833.2,91098,351,43,5,1.0
5314,36,1786.66,90735,744,41,2,1.0
5315,31,7126.69,94742,557,25,4,1.0
5316,24,9684.55,93715,440,4,1,0.0
5317,42,9154.18,92769,472,26,2,1.0
5318,29,15399.1,93408,620,16,4,0.0
5319,20,8619.84,94089,532,4,2,0.0
5320,26,12560.27,90366,626,1,2,0.0
5321,19,15936.84,90146,845,39,2,0.0
5322,33,11958.22,91667,376,10,5,1.0
5323,42,12948.55,90813,565,34,3,1.0
5324,45,12582.13,95979,494,36,1,1.0
5325,28,6280.02,94418,504,20,3,0.0
5326,44,18148.19,91238,715,12,3,1.0
5327,33,17698.0,95409,674,6,4,1.0
5328,28,16308.05,90836,785,26,1,0.0
5329,26,16898.67,93705,310,2,4,0.0
5330,37,8173.84,90065,473,40,5,1.0
5331,44,12912.43,96117,700,21,3,1.0
5332,23,13589.36,93638,846,4,1,0.0
5333,28,9876.03,90190,457,35,5,0.0
5334,40,11968.0,93094,513,39,1,1.0
5335,20,6441.94,90493,737,40,4,0.0
5336,39,4197.87,95908,528,12,1,1.0
5337,23,4762.76,95102,406,41,4,0.0
5338,28,5795.74,90185,775,24,5,0.0
5339,26,7949.46,90700,829,45,5,0.0
5340,26,12028.74,92859,840,33,4,0.0
5341,37,7182.51,93086,568,34,1,1.0
5342,39,15088.25,90846,449,32,1,1.0
5343,18,12324.29,95187,337,1,4,1.0
5344,36,8704.18,94561,629,6,5,1.0
5345,40,11751.68,92248,796,16,1,1.0
5346,31,8416.4,92779,537,15,3,1.0
5347,40,9344.84,92593,357,26,5,1.0
5348,24,8448.43,90262,762,32,5,0.0
5349,19,14154.31,95579,596,42,4,0.0
5350,21,8173.17,92420,744,12,5,0.0
5351,37,14919.52,93149,527,24,3,1.0
5352,30,14431.94,90341,574,13,2,1.0
5353,24,10444.86,93797,332,29,3,0.0
5354,21,16380.24,92956,576,34,5,0.0
5355,27,4446.23,90471,458,6,4,0.0
5356,27,8670.32,94742,772,30,4,0.0
5357,37,8850.38,92942,489,44,2,1.0
5358,38,6323.03,94184,678,16,2,1.0
5359,39,11171.38,92724,489,40,3,1.0
5360,32,10222.05,90526,699,3,4,1.0
5361,30,10977.83,93257,366,27,1,1.0
5362,19,6637.88,91595,730,39,1,0.0
5363,31,8104.72,93054,808,18,2,1.0
5364,38,7020.36,91321,710,38,3,1.0
5365,23,10144.43,90422,573,4,5,0.0
5366,22,10850.41,95516,792,36,2,0.0
5367,24,15262.5,93191,786,17,2,0.0
5368,42,11962.72,92256,387,15,2,1.0
5369,43,11574.64,93596,803,5,2,1.0
5370,20,5943.81,91168,525,39,1,0.0
5371,40,16566.07,94179,568,17,2,1.0
5372,34,8005.55,92881,512,37,1,1.0
5373,36,1905.74,95318,646,14,1,1.0
5374,35,4180.55,90463,572,8,1,1.0
5375,31,9396.02,94651,731,25,3,1.0
5376,34,18507.15,93740,432,18,4,1.0
5377,31,8014.02,94125,443,25,2,1.0
5378,29,9817.72,91405,814,40,4,0.0
5379,33,12440.65,94779,458,7,5,1.0
5380,25,12428.92,90463,403,9,1,0.0
5381,30,7087.01,92786,587,41,1,1.0
5382,27,9233.74,95127,633,39,1,0.0
5383,24,3124.97,93838,368,9,1,0.0
5384,41,9279.73,90461,847,23,4,1.0
5385,28,15333.39,95521,725,18,1,0.0
5386,39,13110.27,90547,361,13,2,1.0
5387,31,7682.23,90420,301,5,4,1.0
5388,32,7355.28,93501,497,20,4,1.0
5389,22,11931.71,90689,515,35,2,0.0
5390,35,6668.35,91629,452,18,1,1.0
5391,35,11971.49,94039,409,26,5,1.0
5392,32,11557.5,96126,420,5,5,1.0
5393,28,2818.85,91537,394,41,4,0.0
5394,32,15992.6,95051,694,7,5,1.0
5395,26,16563.03,93174,518,28,1,0.0
5396,30,11462.22,94058,670,16,2,1.0
5397,33,13424.04,94403,656,27,1,1.0
5398,21,13914.84,92143,409,32,2,0.0
5399,31,5589.93,92737,356,10,3,1.0
5400,19,13194.74,95123,410,1,2,0.0
5401,37,11505.08,91595,387,32,3,1.0
5402,31,10591.64,95604,600,6,1,1.0
5403,23,9435.49,94344,613,23,4,0.0
5404,40,15219.1,91023,385,8,3,1.0
5405,41,7538.7,93330,501,36,3,1.0
5406,23,10865.32,94980,829,7,3,0.0
5407,31,10842.55,93059,831,32,3,1.0
5408,40,2695.3,93137,792,31,1,1.0
5409,30,17922.93,94527,677,40,2,1.0
5410,41,14363.17,91770,687,15,4,1.0
5411,25,9416.24,94310,481,14,3,0.0
5412,27,1136.65,92860,786,10,4,0.0
5413,29,7623.71,90497,424,28,1,0.0
5414,24,6473.3,92541,332,25,4,0.0
5415,32,12213.14,91348,726,22,2,1.0
5416,36,14267.81,90802,556,1,5,1.0
5417,26,8921.19,93298,780,12,3,0.0
5418,21,13769.86,95992,357,13,4,0.0
5419,28,10858.51,95455,407,44,2,0.0
5420,24,14572.63,91560,496,6,5,0.0
5421,32,15911.55,92148,589,14,2,1.0
5422,40,9117.91,93984,531,11,3,1.0
5423,33,7263.51,94964,356,6,2,1.0
5424,27,12892.51,92200,528,44,3,0.0
5425,23,8699.16,90988,759,8,2,0.0
5426,25,10957.63,90386,704,25,4,0.0
5427,30,13241.83,91119,752,33,2,1.0
5428,22,8931.77,90260,615,15,5,0.0
5429,21,8160.87,94890,475,23,1,0.0
5430,45,5859.42,95743,586,24,2,1.0
5431,31,4724.51,93581,418,4,4,1.0
5432,29,7248.3,94885,530,10,2,0.0
5433,34,9540.66,90804,348,15,5,1.0
5434,34,14348.35,93655,777,31,2,1.0
5435,34,12620.22,95205,542,40,5,1.0
5436,43,8350.7,94284,548,38,5,1.0
5437,35,7322.81,90725,451,44,5,1.0
5438,30,4554.12,93958,526,45,5,1.0
5439,32,3892.39,90038,849,13,3,1.0
5440,21,2639.46,94758,613,13,5,0.0
5441,26,13273.96,91288,356,28,1,0.0
5442,30,14208.99,91399,808,20,2,1.0
5443,27,10323.11,93468,717,11,1,0.0
5444,22,9635.72,94860,615,26,5,0.0
5445,26,1099.77,91431,512,11,5,0.0
5446,30,5587.62,93269,653,23,4,1.0
5447,32,14744.36,90370,630,23,5,1.0
5448,38,12531.97,90088,728,26,2,1.0
5449,31,7545.7,95443,611,9,5,1.0
5450,37,12288.58,95619,729,11,3,1.0
5451,19,5694.72,90203,355,43,3,0.0
5452,32,4128.8,95987,466,26,4,1.0
5453,30,10320.67,91153,795,45,5,1.0
5454,36,10319.72,90135,623,6,2,1.0
5455,31,6453.41,90643,477,38,3,1.0
5456,22,9062.45,95446,718,37,3,0.0
5457,23,12640.31,92599,525,37,1,0.0
5458,28,3975.86,90365,351,35,5,0.0
5459,31,7889.04,91643,397,44,1,1.0
5460,22,5279.26,94623,314,20,2,0.0
5461,23,12972.41,90088,341,39,2,0.0
5462,24,10054.3,92627,555,2,2,0.0
5463,33,15399.49,94575,798,32,4,1.0
5464,37,10448.74,90956,827,45,5,1.0
5465,30,6912.38,93486,405,28,1,1.0
5466,19,3980.94,92028,534,39,3,0.0
5467,22,13137.46,94079,476,18,1,0.0
5468,28,10158.21,93176,496,23,2,0.0
5469,28,9004.12,95772,680,8,1,0.0
5470,43,9640.25,93727,443,11,1,1.0
5471,18,15543.76,93157,689,34,4,1.0
5472,35,11332.26,94411,774,32,1,1.0
5473,40,2360.55,95560,498,2,4,1.0
5474,41,10469.16,92495,767,7,2,1.0
5475,18,3499.0,92911,485,28,3,1.0
5476,33,8569.1,92072,680,40,5,1.0
5477,24,5311.3,90222,490,4,4,0.0
5478,22,12420.1,92901,402,13,3,0.0
5479,28,7838.22,90041,430,3,5,0.0
5480,25,17904.47,93907,482,38,3,0.0
5481,27,14493.26,90031,336,39,4,0.0
5482,32,13643.64,90202,577,20,2,1.0
5483,36,15599.9,93718,683,45,4,1.0
5484,41,7656.82,91025,599,44,2,1.0
5485,36,6629.48,93129,601,4,3,1.0
5486,28,14729.86,95186,506,37,1,0.0
5487,40,12486.69,91513,818,39,5,1.0
5488,33,8200.71,92303,582,38,1,1.0
5489,23,9177.0,91425,840,42,5,0.0
5490,25,11009.07,92804,306,9,3,0.0
5491,19,8285.37,93337,460,10,5,0.0
5492,32,11673.64,91103,301,9,4,1.0
5493,21,12526.14,94229,668,22,4,0.0
5494,22,13833.56,90832,449,45,1,0.0
5495,37,4790.61,90161,678,7,3,1.0
5496,27,14320.24,91830,437,7,1,0.0
5497,24,16883.98,92157,372,3,1,0.0
5498,27,11695.41,95640,491,16,1,0.0
5499,38,12740.73,91038,555,23,1,1.0
5500,25,14231.03,95921,526,37,3,0.0
5501,33,9754.38,96130,368,22,3,1.0
5502,39,3988.84,90579,618,21,2,1.0
5503,23,9032.79,95076,628,36,4,0.0
5504,28,5628.65,92467,569,21,5,0.0
5505,22,16151.69,92738,305,41,3,0.0
5506,33,1238.11,93106,414,17,1,1.0
5507,29,12485.9,93399,819,2,5,0.0
5508,29,10770.09,93623,709,38,2,0.0
5509,29,10390.53,94918,495,5,5,0.0
5510,44,4638.26,94179,427,45,1,1.0
5511,42,12065.67,90173,711,26,3,1.0
5512,28,5793.46,93156,552,28,1,0.0
5513,36,13190.85,93700,576,5,4,1.0
5514,28,6472.62,91264,344,32,1,0.0
5515,39,12354.8,93817,388,16,2,1.0
5516,35,16413.46,92907,396,19,1,1.0
5517,26,8480.38,94798,371,43,1,0.0
5518,19,15981.75,95237,618,27,3,0.0
5519,30,1222.24,91476,459,4,3,1.0
5520,35,9054.56,91304,789,10,1,1.0
5521,37,7871.7,93588,767,39,3,1.0
5522,44,15195.48,90962,347,40,4,1.0
5523,23,10478.24,94456,332,37,5,0.0
5524,28,7983.94,93108,366,35,5,0.0
5525,28,8502.79,95092,725,2,2,0.0
5526,27,12555.01,94567,673,6,3,0.0
5527,33,6994.59,90644,396,44,4,1.0
5528,24,12929.65,93592,652,20,5,0.0
5529,45,19740.48,94892,512,38,4,1.0
5530,34,6118.07,93914,848,24,5,1.0
5531,31,14513.64,94371,774,8,4,1.0
5532,30,12899.0,90854,354,14,3,1.0
5533,20,16205.18,95645,809,1,5,0.0
5534,31,8127.47,92421,623,25,5,1.0
5535,27,6046.55,92641,308,9,3,0.0
5536,26,5317.41,90045,702,8,3,0.0
5537,27,9560.39,91291,790,35,5,0.0
5538,35,8370.87,90436,514,21,5,1.0
5539,21,17735.49,90474,607,44,5,0.0
5540,23,10292.78,93884,696,43,2,0.0
5541,40,5137.17,92798,403,17,5,1.0
5542,25,11627.91,93866,420,31,4,0.0
5543,35,3017.61,94548,449,26,2,1.0
5544,35,10892.25,94741,821,9,3,1.0
5545,18,7125.86,92124,412,37,5,1.0
5546,33,10232.23,92590,690,32,2,1.0
5547,35,3565.37,92429,302,37,5,1.0
5548,25,11797.66,95183,806,15,3,0.0
5549,19,18325.88,93795,370,22,5,0.0
5550,27,12859.3,95375,390,33,1,0.0
5551,23,7668.54,90430,372,25,5,0.0
5552,35,6349.63,90946,693,6,3,1.0
5553,34,14243.43,91884,683,31,4,1.0
5554,28,8107.63,94163,719,13,5,0.0
5555,19,16378.28,95472,791,34,3,0.0
5556,34,2776.96,93419,609,5,4,1.0
5557,42,6685.93,90518,701,22,4,1.0
5558,23,9472.09,92481,736,35,5,0.0
5559,32,19754.6,93622,715,26,4,1.0
5560,34,9475.11,95146,516,31,1,1.0
5561,30,6725.7,92296,531,16,1,1.0
5562,37,10256.34,94578,362,41,4,1.0
5563,34,12231.71,95037,684,28,1,1.0
5564,33,14176.82,94606,737,42,1,1.0
5565,30,10541.72,95755,437,40,1,1.0
5566,29,11366.32,93416,538,44,5,0.0
5567,40,9090.81,95681,690,13,3,1.0
5568,31,6253.59,91881,546,16,1,1.0
5569,35,8066.63,92181,679,3,1,1.0
5570,36,12092.6,95852,606,2,2,1.0
5571,43,9321.53,90797,838,34,2,1.0
5572,34,5785.28,93022,696,26,5,1.0
5573,41,7356.25,94746,461,11,1,1.0
5574,27,9011.28,90464,827,31,4,0.0
5575,23,9240.46,95202,330,27,3,0.0
5576,27,12374.68,94949,435,44,5,0.0
5577,23,5576.07,95051,500,25,2,0.0
5578,32,13576.01,95026,496,20,2,1.0
5579,44,16535.55,90213,625,20,1,1.0
5580,19,6322.12,90304,673,16,3,0.0
5581,22,15657.56,92526,762,41,5,0.0
5582,22,11568.26,91284,506,14,2,0.0
5583,20,8139.03,94794,731,26,4,0.0
5584,24,12379.3,93221,646,3,4,0.0
5585,22,16071.77,91729,516,40,5,0.0
5586,32,7414.73,94943,736,27,1,1.0
5587,45,10748.16,90639,772,22,3,1.0
5588,29,4070.45,95466,562,7,3,0.0
5589,34,10561.98,91382,839,1,4,1.0
5590,42,8650.44,91530,786,16,1,1.0
5591,19,6140.01,95421,829,10,5,0.0
5592,33,9478.53,94453,399,39,5,1.0
5593,21,11980.76,92037,848,36,5,0.0
5594,30,18688.13,92752,451,8,3,1.0
5595,40,16563.32,93638,827,36,1,1.0
5596,35,14524.52,93929,577,28,3,1.0
5597,30,5047.63,90266,682,20,1,1.0
5598,37,11873.5,91506,582,38,1,1.0
5599,22,14453.47,93663,555,35,4,0.0
5600,31,14866.41,92781,370,22,1,1.0
5601,26,12525.86,90009,808,4,4,0.0
5602,35,3326.04,90665,442,33,2,1.0
5603,22,5697.48,92528,704,31,5,0.0
5604,18,14736.02,90575,455,5,4,1.0
5605,32,10463.79,95534,818,42,1,1.0
5606,29,8201.19,92331,795,6,3,0.0
5607,31,11698.58,92410,410,42,4,1.0
5608,44,9400.07,92018,764,23,5,1.0
5609,29,8831.65,92762,799,40,4,0.0
5610,27,5483.17,95408,774,16,2,0.0
5611,36,3004.62,90520,362,7,2,1.0
5612,18,7028.55,94001,377,10,1,1.0
5613,39,9681.32,91382,720,18,2,1.0
5614,30,14353.89,95026,537,26,5,1.0
5615,19,7986.06,92204,445,19,4,0.0
5616,18,14808.43,95725,798,28,4,1.0
5617,25,7575.05,91774,712,45,3,0.0
5618,20,9261.91,94768,561,28,2,0.0
5619,27,9220.45,91949,798,27,3,0.0
5620,36,13749.12,92442,756,10,3,1.0
5621,24,5759.11,94971,500,18,1,0.0
5622,25,7666.81,90200,415,40,2,0.0
5623,39,7028.19,92732,774,30,3,1.0
5624,34,2285.28,95843,632,22,4,1.0
5625,24,11799.72,95584,625,41,5,0.0
5626,32,10490.64,93398,363,6,4,1.0
5627,20,4734.0,92004,589,43,4,0.0
5628,28,16695.84,90710,727,16,2,0.0
5629,28,8039.67,95021,465,27,1,0.0
5630,33,10696.28,90027,646,33,5,1.0
5631,29,12053.68,94836,397,18,3,0.0
5632,38,7457.19,90239,338,44,3,1.0
5633,44,9069.4,93224,813,3,2,1.0
5634,20,6630.42,95590,706,10,4,0.0
5635,27,15190.0,95947,333,17,1,0.0
5636,39,11449.41,95182,587,10,4,1.0
5637,26,5891.42,95271,472,45,2,0.0
5638,29,16078.43,95393,642,40,2,0.0
5639,34,7919.98,90140,760,1,1,1.0
5640,32,12534.54,91480,458,45,4,1.0
5641,28,10863.54,90488,495,27,3,0.0
5642,33,17221.79,93890,514,40,4,1.0
5643,28,15952.9,95846,527,17,3,0.0
5644,42,2751.52,90247,327,32,1,1.0
5645,29,11398.63,95771,609,34,3,0.0
5646,28,5987.65,92840,437,1,3,0.0
5647,23,11008.89,91203,483,42,3,0.0
5648,37,13685.51,90656,597,38,1,1.0
5649,39,2963.34,90055,317,14,2,1.0
5650,26,6239.06,91921,602,4,2,0.0
5651,33,16326.08,92316,612,20,3,1.0
5652,38,12741.83,90971,546,45,2,1.0
5653,33,5971.9,96139,656,13,3,1.0
5654,30,12601.34,90583,564,16,4,1.0
5655,44,10217.43,91119,589,42,4,1.0
5656,25,8642.45,94932,415,8,2,0.0
5657,20,16291.09,92170,702,2,4,0.0
5658,18,13359.31,90329,543,3,3,1.0
5659,24,12269.57,94569,389,1,5,0.0
5660,30,6776.7,95835,603,13,5,1.0
5661,35,11435.0,93387,810,38,5,1.0
5662,31,5195.11,90318,562,23,2,1.0
5663,23,3605.42,91943,458,8,4,0.0
5664,25,8488.06,94972,495,17,1,0.0
5665,21,9042.11,93416,467,14,1,0.0
5666,35,9014.45,94521,395,28,4,1.0
5667,26,7923.48,93482,783,34,2,0.0
5668,22,5511.18,90940,599,19,1,0.0
5669,40,13115.01,92211,794,19,2,1.0
5670,27,18791.53,90859,332,28,5,0.0
5671,37,9693.98,91461,574,1,1,1.0
5672,27,12789.73,91139,782,41,4,0.0
5673,25,13151.57,90522,688,39,2,0.0
5674,36,5788.47,93055,352,21,1,1.0
5675,31,3287.58,93569,528,45,4,1.0
5676,31,13267.79,93345,634,40,4,1.0
5677,29,7617.7,90536,839,39,4,0.0
5678,27,14533.44,93769,542,36,2,0.0
5679,41,8485.98,90173,536,21,2,1.0
5680,39,12486.72,95007,416,22,4,1.0
5681,41,5111.52,94222,835,35,1,1.0
5682,37,11206.6,91130,443,37,5,1.0
5683,20,17726.36,94963,505,30,4,0.0
5684,24,11965.7,95445,662,43,4,0.0
5685,30,18994.89,91303,752,43,1,1.0
5686,27,9752.88,93547,535,28,3,0.0
5687,28,15473.04,95241,301,18,1,0.0
5688,22,12875.23,94644,779,6,2,0.0
5689,23,7727.22,94215,674,34,3,0.0
5690,32,11078.04,94649,519,33,5,1.0
5691,29,4392.03,93032,385,32,1,0.0
5692,38,10616.73,90225,416,13,4,1.0
5693,29,15190.21,92440,807,11,5,0.0
5694,18,7627.83,95909,662,33,3,1.0
5695,19,7860.3,90833,563,11,5,0.0
5696,26,5913.21,93885,817,15,1,0.0
5697,31,11875.63,91061,631,11,3,1.0
5698,26,14269.67,94774,588,39,5,0.0
5699,31,12157.76,90723,352,10,2,1.0
5700,40,8564.31,93640,421,29,1,1.0
5701,20,18055.33,93546,690,8,4,0.0
5702,22,15061.35,94368,322,45,4,0.0
5703,35,9035.62,92993,841,2,1,1.0
5704,30,7745.06,95777,768,35,1,1.0
5705,19,3850.43,91663,822,23,5,0.0
5706,23,7238.91,90579,493,16,2,0.0
5707,22,11117.98,90803,374,22,5,0.0
5708,29,6600.21,92608,300,12,4,0.0
5709,45,10207.11,95178,465,2,5,1.0
5710,27,13780.51,94013,679,14,1,0.0
5711,25,17101.19,92663,503,20,3,0.0
5712,26,10721.09,91907,381,35,2,0.0
5713,22,9212.76,92775,560,32,2,0.0
5714,31,9203.58,95234,781,27,1,1.0
5715,30,6760.84,93211,423,23,3,1.0
5716,27,14830.85,91861,353,45,1,0.0
5717,32,7284.04,90428,615,9,5,1.0
5718,26,8679.55,90322,797,33,1,0.0
5719,28,14021.69,92157,849,41,2,0.0
5720,39,6050.25,91939,666,26,4,1.0
5721,37,12986.25,94762,483,29,3,1.0
5722,44,10358.75,95214,828,30,3,1.0
5723,39,11345.67,95021,815,23,1,1.0
5724,41,12039.9,94118,739,45,1,1.0
5725,22,9734.05,90992,576,40,3,0.0
5726,23,13894.17,90777,744,43,1,0.0
5727,30,14067.52,92067,307,14,3,1.0
5728,29,15562.92,90631,773,33,2,0.0
5729,31,7730.43,94241,366,35,5,1.0
5730,37,6855.07,94496,735,23,2,1.0
5731,28,10626.62,90571,796,5,3,0.0
5732,35,17571.28,90972,813,28,5,1.0
5733,36,10172.45,94432,602,31,2,1.0
5734,27,14190.24,90105,729,36,5,0.0
5735,38,7806.38,95876,777,33,2,1.0
5736,19,12911.7,93439,437,36,1,0.0
5737,29,11061.84,92234,551,14,3,0.0
5738,27,8223.45,92424,421,20,2,0.0
5739,32,16811.84,91045,764,25,2,1.0
5740,27,5809.26,93217,419,43,1,0.0
5741,22,18851.19,94587,804,44,1,0.0
5742,30,10412.45,94520,750,35,2,1.0
5743,39,2589.84,92645,783,8,4,1.0
5744,25,14449.48,95857,794,1,3,0.0
5745,21,11162.56,94759,613,1,2,0.0
5746,26,8726.53,92989,338,44,3,0.0
5747,29,13978.81,92304,512,3,2,0.0
5748,27,12943.35,91608,664,6,5,0.0
5749,45,5335.29,93609,310,10,1,1.0
5750,30,11793.04,94903,380,45,4,1.0
5751,32,6697.65,91229,668,39,2,1.0
5752,19,11127.65,95624,571,12,4,0.0
5753,33,4987.35,90059,762,20,2,1.0
5754,22,13017.51,91611,608,41,4,0.0
5755,26,3726.3,93988,561,44,5,0.0
5756,31,1727.16,92013,328,12,2,1.0
5757,28,14792.15,92210,321,3,5,0.0
5758,37,4835.29,95360,322,13,5,1.0
5759,43,8477.42,90876,310,15,3,1.0
5760,24,12387.84,94323,406,8,4,0.0
5761,40,13518.75,92808,712,34,4,1.0
5762,39,14687.44,91099,666,32,4,1.0
5763,22,5693.63,90100,808,5,4,0.0
5764,21,2468.07,95096,612,7,3,0.0
5765,40,12052.73,92041,669,4,1,1.0
5766,18,7468.05,95085,777,26,5,1.0
5767,23,4290.09,91633,811,14,1,0.0
5768,39,11685.67,92293,770,37,1,1.0
5769,30,8559.45,92114,608,24,2,1.0
5770,19,14498.74,93376,320,19,1,0.0
5771,20,3606.25,90004,500,43,3,0.0
5772,29,10142.98,95811,687,4,5,0.0
5773,32,2570.28,94138,737,42,5,1.0
5774,28,9895.29,95287,468,14,3,0.0
5775,38,14354.4,93442,681,40,4,1.0
5776,23,8480.56,94479,399,19,3,0.0
5777,25,5042.56,90496,360,40,2,0.0
5778,37,7619.74,92486,300,29,5,1.0
5779,33,12948.4,92965,444,38,1,1.0
5780,37,10382.28,91309,582,43,1,1.0
5781,23,11061.8,91664,800,5,1,0.0
5782,40,16527.07,93077,448,36,3,1.0
5783,41,10834.68,95301,803,21,2,1.0
5784,36,7628.73,95104,790,41,4,1.0
5785,23,6949.52,90318,357,22,1,0.0
5786,20,12617.81,91019,501,1,4,0.0
5787,20,11181.05,95481,738,37,1,0.0
5788,34,7079.41,94298,598,11,5,1.0
5789,26,18466.78,95409,597,10,5,0.0
5790,34,10973.93,95246,731,19,4,1.0
5791,34,3391.25,91930,452,33,2,1.0
5792,33,12224.55,93365,832,18,2,1.0
5793,39,14539.02,93340,664,9,5,1.0
